P + 316 -2111774424 
F msvcr80.dll memset 000148c0 
F msvcr80.dll modf 0005b3e0 
F msvcr80.dll perror 0003ccc1 
F msvcr80.dll pow 00054170 
F msvcr80.dll printf 00012375 
F msvcr80.dll printf_s 00012450 
F msvcr80.dll putc 00049eb1 
F msvcr80.dll putchar 0004591c 
F msvcr80.dll puts 0004a5af 
F msvcr80.dll putwc 00012370 
F msvcr80.dll putwchar 00045936 
F msvcr80.dll qsort 0003cde0 
F msvcr80.dll qsort_s 0003d150 
F msvcr80.dll raise 0000906a 
F msvcr80.dll rand 0003d4d0 
F msvcr80.dll rand_s 00009224 
F msvcr80.dll realloc 00004f99 
F msvcr80.dll remove 00025c8e 
F msvcr80.dll rename 00027116 
F msvcr80.dll rewind 0004a744 
F msvcr80.dll scanf 00047333 
F msvcr80.dll scanf_s 00047367 
F msvcr80.dll setbuf 0004a809 
F msvcr80.dll setlocale 0000a8e8 
F msvcr80.dll setvbuf 0000ea2b 
F msvcr80.dll signal 00008e2d 
F msvcr80.dll sin 00054400 
F msvcr80.dll sinh 00053dd0 
F msvcr80.dll sprintf 0004739b 
F msvcr80.dll sprintf_s 00047430 
F msvcr80.dll sqrt 00054544 
F msvcr80.dll srand 0003d4c3 
F msvcr80.dll sscanf 000479de 
F msvcr80.dll sscanf_s 00047a1e 
F msvcr80.dll strcat 000501c0 
F msvcr80.dll strcat_s 00014241 
F msvcr80.dll strchr 00014c30 
F msvcr80.dll strcmp 00014940 
F msvcr80.dll strcoll 0004ebbf 
F msvcr80.dll strcpy 000501b0 
F msvcr80.dll strcpy_s 000143fb 
F msvcr80.dll strcspn 00015730 
F msvcr80.dll strerror 0003d4f2 
F msvcr80.dll strerror_s 0003d559 
F msvcr80.dll strftime 00018a0c 
F msvcr80.dll strlen 00014370 
F msvcr80.dll strncat 000502b0 
F msvcr80.dll strncat_s 0002004d 
F msvcr80.dll strncmp 00014d76 
F msvcr80.dll strncpy 000503f0 
F msvcr80.dll strncpy_s 000142b2 
F msvcr80.dll strnlen 0002010f 
F msvcr80.dll strpbrk 00015670 
F msvcr80.dll strrchr 00020020 
F msvcr80.dll strspn 00050520 
F msvcr80.dll strstr 00014cf0 
F msvcr80.dll strtod 00022a6d 
F msvcr80.dll strtok 00050566 
F msvcr80.dll strtok_s 00050625 
F msvcr80.dll strtol 0001ce98 
F msvcr80.dll strtoul 0001cedc 
F msvcr80.dll strxfrm 0004f51b 
F msvcr80.dll swprintf_s 0003ddc7 
F msvcr80.dll swscanf 00047bb2 
F msvcr80.dll swscanf_s 00047bf2 
F msvcr80.dll system 00030250 
F msvcr80.dll tan 000545f0 
F msvcr80.dll tanh 00053de1 
F msvcr80.dll tmpfile 0004ad4b 
F msvcr80.dll tmpfile_s 0004ad65 
F msvcr80.dll tmpnam 0004ab06 
F msvcr80.dll tmpnam_s 0004aac2 
F msvcr80.dll tolower 0001d0fb 
F msvcr80.dll toupper 00022bf3 
F msvcr80.dll towlower 0001cfce 
F msvcr80.dll towupper 00022cc8 
F msvcr80.dll ungetc 00047fe6 
F msvcr80.dll ungetwc 00048203 
F msvcr80.dll vfprintf 00011f99 
F msvcr80.dll vfprintf_s 00011fb5 
F msvcr80.dll vfwprintf 000113f5 
F msvcr80.dll vfwprintf_s 00011411 
F msvcr80.dll vprintf 000141f9 
F msvcr80.dll vprintf_s 00014211 
F msvcr80.dll vsprintf 000482f6 
F msvcr80.dll vsprintf_s 00048631 
F msvcr80.dll vswprintf_s 0000e5b0 
F msvcr80.dll vwprintf 000488f9 
F msvcr80.dll vwprintf_s 00048911 
F msvcr80.dll wcrtomb 00023738 
F msvcr80.dll wcrtomb_s 000236b6 
F msvcr80.dll wcscat 00050711 
F msvcr80.dll wcscat_s 000156b0 
F msvcr80.dll wcschr 00016fd9 
F msvcr80.dll wcscmp 00014ba0 
F msvcr80.dll wcscoll 0004f5d6 
F msvcr80.dll wcscpy 0005073b 
F msvcr80.dll wcscpy_s 00014a18 
F msvcr80.dll wcscspn 00050757 
F msvcr80.dll wcsftime 00052943 
F msvcr80.dll wcslen 0001486d 
F msvcr80.dll wcsncat 00050799 
F msvcr80.dll wcsncat_s 0001478c 
F msvcr80.dll wcsncmp 000507d6 
F msvcr80.dll wcsncpy 0005080b 
F msvcr80.dll wcsncpy_s 00014a84 
F msvcr80.dll wcsnlen 00050848 
F msvcr80.dll wcspbrk 00014bd2 
F msvcr80.dll wcsrchr 00014883 
F msvcr80.dll wcsrtombs 0002390c 
F msvcr80.dll wcsrtombs_s 00023911 
F msvcr80.dll wcsspn 00050864 
F msvcr80.dll wcsstr 000508aa 
F msvcr80.dll wcstod 00022dd9 
F msvcr80.dll wcstok 00050909 
F msvcr80.dll wcstok_s 000509b0 
F msvcr80.dll wcstol 0001c9eb 
F msvcr80.dll wcstombs 0001bb0b 
F msvcr80.dll wcstombs_s 0001bbd3 
F msvcr80.dll wcstoul 0001ca2f 
F msvcr80.dll wcsxfrm 00050004 
F msvcr80.dll wctob 000239af 
F msvcr80.dll wctomb 0001cc3d 
F msvcr80.dll wctomb_s 0001cbd3 
F msvcr80.dll wprintf 00049258 
F msvcr80.dll wprintf_s 00049333 
F msvcr80.dll wscanf 000493f7 
F msvcr80.dll wscanf_s 0004942b 
M 144 0c992000 "msvcr80.dll" 78130000 0009b000 8210eda0 
M 376 0cc7c000 "msvcrt.dll" 77be0000 00058000 82138020 
M 376 0cc7c000 "advapi32.dll" 77da0000 000a9000 82138020 
M 376 0cc7c000 "rpcrt4.dll" 77e50000 00091000 82138020 
M 376 0cc7c000 "shimeng.dll" 5cc30000 00026000 82138020 
M 376 0cc7c000 "AcGenral.dll" 58fb0000 001ca000 82138020 
M 376 0cc7c000 "user32.dll" 77d10000 0008f000 82138020 
M 376 0cc7c000 "gdi32.dll" 77ef0000 00046000 82138020 
M 376 0cc7c000 "winmm.dll" 76b10000 0002a000 82138020 
M 376 0cc7c000 "ole32.dll" 76990000 0013c000 82138020 
M 376 0cc7c000 "oleaut32.dll" 770f0000 0008c000 82138020 
M 376 0cc7c000 "msacm32.dll" 77bb0000 00015000 82138020 
M 376 0cc7c000 "version.dll" 77bd0000 00008000 82138020 
M 376 0cc7c000 "shell32.dll" 773a0000 007f1000 82138020 
M 376 0cc7c000 "shlwapi.dll" 77f40000 00076000 82138020 
M 376 0cc7c000 "userenv.dll" 759d0000 000ae000 82138020 
M 376 0cc7c000 "uxtheme.dll" 5adc0000 00037000 82138020 
M 144 0c992000 "imm32.dll" 76300000 0001d000 8210eda0 
M 144 0c992000 "lpk.dll" 62c20000 00009000 8210eda0 
M 144 0c992000 "usp10.dll" 73fa0000 0006b000 8210eda0 
M 192 0c949000 "setupapi.dll" 76060000 00156000 82116da0 
M 376 0cc7c000 "imm32.dll" 76300000 0001d000 82138020 
M 376 0cc7c000 "lpk.dll" 62c20000 00009000 82138020 
M 144 0c992000 "comctl32.dll" 77180000 00102000 8210eda0 
M 1152 0adf5000 "clbcatq.dll" 76fa0000 0007f000 821af020 
M 1152 0adf5000 "comres.dll" 77020000 0009a000 821af020 
M 376 0cc7c000 "usp10.dll" 73fa0000 0006b000 82138020 
M 144 0c992000 "comctl32.dll" 5d170000 00097000 8210eda0 
M 376 0cc7c000 "comctl32.dll" 77180000 00102000 82138020 
M 144 0c992000 "uxtheme.dll" 5adc0000 00037000 8210eda0 
M 376 0cc7c000 "comctl32.dll" 5d170000 00097000 82138020 
F faultrep.dll AddERExcludedApplicationA 00003dcc 
F faultrep.dll AddERExcludedApplicationW 00003d15 
F faultrep.dll CreateMinidumpA 00003c7e 
F faultrep.dll CreateMinidumpW 00003bf3 
F faultrep.dll ReportEREvent 0000e96b 
F faultrep.dll ReportEREventDW 0000e098 
F faultrep.dll ReportFault 00007d7e 
F faultrep.dll ReportFaultDWM 0000616d 
F faultrep.dll ReportFaultFromQueue 00005102 
F faultrep.dll ReportFaultToQueue 00005a2d 
F faultrep.dll ReportHang 00003ede 
F faultrep.dll ReportKernelFaultA 0000e08d 
F faultrep.dll ReportKernelFaultDWW 0000e951 
F faultrep.dll ReportKernelFaultW 0000e08d 
M 376 0cc7c000 "faultrep.dll" 69760000 00016000 82138020 
M 376 0cc7c000 "winsta.dll" 762d0000 00010000 82138020 
M 376 0cc7c000 "netapi32.dll" 5fdd0000 00054000 82138020 
M 376 0cc7c000 "wtsapi32.dll" 76f20000 00008000 82138020 
M 376 0cc7c000 "setupapi.dll" 76060000 00156000 82138020 
M 1152 0adf5000 "mswsock.dll" 719c0000 0003e000 821af020 
M 1152 0adf5000 "wshtcpip.dll" 71a00000 00008000 821af020 
M 144 0c992000 "MSCTF.dll" 74680000 0004b000 8210eda0 
F SPTIP.dll DllCanUnloadNow 00014d30 
F SPTIP.dll DllGetClassObject 00014d20 
F SPTIP.dll DllRegisterServer 0001501f 
F SPTIP.dll DllUnregisterServer 00014d60 
F SPTIP.dll TF_CreateLangProfileUtil 00014705 
M 252 0c9fa000 "SPTIP.dll" 5c380000 00042000 821212a0 
M 252 0c9fa000 "oleacc.dll" 74be0000 0002c000 821212a0 
M 252 0c9fa000 "msvcp60.dll" 75ff0000 00065000 821212a0 
M 252 0c9fa000 "MSCTFIME.IME" 73640000 0002e000 821212a0 
M 144 0c992000 "version.dll" 77bd0000 00008000 8210eda0 
M 144 0c992000 "MSCTFIME.IME" 73640000 0002e000 8210eda0 
M 144 0c992000 "ole32.dll" 76990000 0013c000 8210eda0 
P - 376 0 
M 192 0c949000 "MSCTF.dll" 74680000 0004b000 82116da0 
P - 192 0 
F win32spl.dll DllMain 00004085 
F win32spl.dll InitializePrintMonitor 0001257e 
F win32spl.dll InitializePrintProvidor 0000498c 
M 1332 0b93a000 "win32spl.dll" 75ac0000 00023000 8226bb18 
F netrap.dll RapArrayLength 00001a20 
F netrap.dll RapAsciiToDecimal 000013c9 
F netrap.dll RapAuxDataCount 00002b1b 
F netrap.dll RapAuxDataCountOffset 00001c6b 
F netrap.dll RapConvertSingleEntry 00001cee 
F netrap.dll RapConvertSingleEntryEx 0000159d 
F netrap.dll RapExamineDescriptor 0000118b 
F netrap.dll RapGetFieldSize 000019b0 
F netrap.dll RapIsValidDescriptorSmb 00002c11 
F netrap.dll RapLastPointerOffset 00001d2e 
F netrap.dll RapParmNumDescriptor 00002b5f 
F netrap.dll RapStructureAlignment 00001934 
F netrap.dll RapStructureSize 000018fc 
F netrap.dll RapTotalSize 00002bdb 
M 1332 0b93a000 "netrap.dll" 71c00000 00007000 8226bb18 
M 1332 0b93a000 "ntdsapi.dll" 76770000 00013000 8226bb18 
M 1332 0b93a000 "clbcatq.dll" 76fa0000 0007f000 8226bb18 
M 1332 0b93a000 "comres.dll" 77020000 0009a000 8226bb18 
M 1332 0b93a000 "xpsp2res.dll" 20000000 00549000 8226bb18 
F inetpp.dll InitializePrintProvidor 000020c2 
M 1332 0b93a000 "inetpp.dll" 74260000 00015000 8226bb18 
M 1332 0b93a000 "setupapi.dll" 76060000 00156000 8226bb18 
M 1332 0b93a000 "setupapi.dll" 76060000 00156000 8226bb18 
F rasdlg.dll DwTerminalDlg 00012b66 
F rasdlg.dll GetRasDialOutProtocols 000177b8 
F rasdlg.dll RasAutodialDisableDlgA 0000d029 
F rasdlg.dll RasAutodialDisableDlgW 0000cfc1 
F rasdlg.dll RasAutodialQueryDlgA 0000cefc 
F rasdlg.dll RasAutodialQueryDlgW 0000ce2f 
F rasdlg.dll RasDialDlgA 0001657c 
F rasdlg.dll RasDialDlgW 00015b2e 
F rasdlg.dll RasEntryDlgA 0001a680 
F rasdlg.dll RasEntryDlgW 0001a308 
F rasdlg.dll RasMonitorDlgA 0002b528 
F rasdlg.dll RasMonitorDlgW 0002b4e7 
F rasdlg.dll RasPhonebookDlgA 00028573 
F rasdlg.dll RasPhonebookDlgW 000284bd 
F rasdlg.dll RasSrvAddPropPages 0002d8f0 
F rasdlg.dll RasSrvAddWizPages 0002d95e 
F rasdlg.dll RasSrvAllowConnectionsConfig 0002d859 
F rasdlg.dll RasSrvCleanupService 0002ddba 
F rasdlg.dll RasSrvEnumConnections 0002dad7 
F rasdlg.dll RasSrvHangupConnection 0002dcc4 
F rasdlg.dll RasSrvInitializeService 0002d749 
F rasdlg.dll RasSrvIsConnectionConnected 0002dc7e 
F rasdlg.dll RasSrvIsServiceRunning 0002d7de 
F rasdlg.dll RasSrvQueryShowIcon 0002dd41 
F rasdlg.dll RasUserEnableManualDial 00028f3a 
F rasdlg.dll RasUserGetManualDial 00028f59 
F rasdlg.dll RasUserPrefsDlg 0002a641 
F rasdlg.dll RasWizCreateNewEntry 00021670 
F rasdlg.dll RasWizGetNCCFlags 0001f02b 
F rasdlg.dll RasWizGetSuggestedEntryName 0001f127 
F rasdlg.dll RasWizGetUserInputConnectionName 0001f0c5 
F rasdlg.dll RasWizIsEntryRenamable 0001f1f5 
F rasdlg.dll RasWizQueryMaxPageCount 0001f171 
F rasdlg.dll RasWizSetEntryName 0001f1bd 
F rasdlg.dll RouterEntryDlgA 0001a7cd 
F rasdlg.dll RouterEntryDlgW 0001a4d8 
M 884 09310000 "rasdlg.dll" 754b0000 00096000 8226c880 
M 1212 0b1fe000 "browselc.dll" 01bb0000 0000f000 822693c0 
F AcroIEHelper.dll AcroBrwSetCallbacks 00006571 
F AcroIEHelper.dll AcroBrwSubclassWindow 00006784 
F AcroIEHelper.dll DllCanUnloadNow 00001d3e 
F AcroIEHelper.dll DllGetClassObject 000044c7 
F AcroIEHelper.dll DllRegisterServer 000011a3 
F AcroIEHelper.dll DllUnregisterServer 0000545f 
M 1212 0b1fe000 "AcroIEHelper.dll" 10000000 00010000 822693c0 
M 1212 0b1fe000 "msvcr80.dll" 78130000 0009b000 822693c0 
M 1212 0b1fe000 "sxs.dll" 75e00000 000ae000 822693c0 
F pdfshell.dll DllCanUnloadNow 000060b0 
F pdfshell.dll DllGetClassObject 00006c50 
F pdfshell.dll DllRegisterServer 00006db0 
F pdfshell.dll DllUnregisterServer 00006dd0 
M 1212 0b1fe000 "pdfshell.dll" 01ee0000 0005b000 822693c0 
M 1212 0b1fe000 "pdfshell.CHS" 01f50000 0004c000 822693c0 
M 1212 0b1fe000 "duser.dll" 6c520000 0004d000 822693c0 
M 1972 0c715000 "MSCTF.dll" 74680000 0004b000 8225e360 
F RarExt.dll DllCanUnloadNow 0000cf3c 
F RarExt.dll DllGetClassObject 0000ce78 
F RarExt.dll ExtAddNames 0000f224 
F RarExt.dll ExtGetCommandString 0000e660 
F RarExt.dll ExtInvokeCommand 0000dd90 
F RarExt.dll ExtProcessDrop 0000cc80 
F RarExt.dll ExtQueryContextMenu 0000d3ac 
F RarExt.dll ExtSetDestFolder 0000f270 
F RarExt.dll ___CPPdebugHook 0001a22c 
M 1212 0b1fe000 "RarExt.dll" 02170000 0002e000 822693c0 
F ue32ctmn.dll DllCanUnloadNow 00001592 
F ue32ctmn.dll DllGetClassObject 00001849 
M 1212 0b1fe000 "ue32ctmn.dll" 021a0000 00012000 822693c0 
F shlext010.dll DllCanUnloadNow 00001096 
F shlext010.dll DllGetClassObject 000010a2 
F shlext010.dll DllRegisterServer 000010bc 
F shlext010.dll DllUnregisterServer 000010cc 
M 1212 0b1fe000 "shlext010.dll" 02230000 00010000 822693c0 
F wmpshell.dll DllCanUnloadNow 00008dfb 
F wmpshell.dll DllGetClassObject 00003210 
F wmpshell.dll DllRegisterServer 0000a5f5 
F wmpshell.dll DllUnregisterServer 0000a41f 
M 1212 0b1fe000 "wmpshell.dll" 58f90000 00019000 822693c0 
M 1212 0b1fe000 "mpr.dll" 71a90000 00012000 822693c0 
P + 1700 -2112932552 
M 1700 0e6b9000 "wmplayer.exe" 01000000 00012000 820f3538 
M 1700 0e6b9000 "ntdll.dll" 7c920000 00094000 820f3538 
M 1700 0e6b9000 "kernel32.dll" 7c800000 0011c000 820f3538 
M 1700 0e6b9000 "advapi32.dll" 77da0000 000a9000 820f3538 
M 1700 0e6b9000 "rpcrt4.dll" 77e50000 00091000 820f3538 
M 1700 0e6b9000 "user32.dll" 77d10000 0008f000 820f3538 
M 1700 0e6b9000 "gdi32.dll" 77ef0000 00046000 820f3538 
M 1700 0e6b9000 "shimeng.dll" 5cc30000 00026000 820f3538 
M 1700 0e6b9000 "AcGenral.dll" 58fb0000 001ca000 820f3538 
M 1700 0e6b9000 "winmm.dll" 76b10000 0002a000 820f3538 
M 1700 0e6b9000 "ole32.dll" 76990000 0013c000 820f3538 
M 1700 0e6b9000 "msvcrt.dll" 77be0000 00058000 820f3538 
M 1700 0e6b9000 "oleaut32.dll" 770f0000 0008c000 820f3538 
M 1700 0e6b9000 "msacm32.dll" 77bb0000 00015000 820f3538 
M 1700 0e6b9000 "version.dll" 77bd0000 00008000 820f3538 
M 1700 0e6b9000 "shell32.dll" 773a0000 007f1000 820f3538 
M 1700 0e6b9000 "shlwapi.dll" 77f40000 00076000 820f3538 
M 1700 0e6b9000 "userenv.dll" 759d0000 000ae000 820f3538 
M 1700 0e6b9000 "uxtheme.dll" 5adc0000 00037000 820f3538 
M 1700 0e6b9000 "imm32.dll" 76300000 0001d000 820f3538 
M 1700 0e6b9000 "lpk.dll" 62c20000 00009000 820f3538 
M 1700 0e6b9000 "usp10.dll" 73fa0000 0006b000 820f3538 
M 884 09310000 "apphelp.dll" 76d70000 00022000 8226c880 
P + 588 -2112909280 
M 588 0eadb000 "wuauclt.exe" 00400000 0001d000 820f9020 
M 588 0eadb000 "ntdll.dll" 7c920000 00094000 820f9020 
F drprov.dll NPAddConnection 0000293b 
F drprov.dll NPAddConnection3 000018db 
F drprov.dll NPCancelConnection 00001ab7 
F drprov.dll NPCloseEnum 0000218e 
F drprov.dll NPEnumResource 00002114 
F drprov.dll NPGetCaps 00001410 
F drprov.dll NPGetConnection 00001670 
F drprov.dll NPGetResourceInformation 00002534 
F drprov.dll NPGetResourceParent 00002502 
F drprov.dll NPGetUniversalName 000022bf 
F drprov.dll NPOpenEnum 0000145d 
M 1212 0b1fe000 "drprov.dll" 75ed0000 00007000 822693c0 
F ntlanman.dll DllMain 000017af 
F ntlanman.dll I_SystemFocusDialog 00007365 
F ntlanman.dll IsDfsPathEx 000022ac 
F ntlanman.dll NPAddConnection 0000351e 
F ntlanman.dll NPAddConnection3 00002eb0 
F ntlanman.dll NPAddConnection3ForCSCAgent 0000702b 
F ntlanman.dll NPCancelConnection 00003e30 
F ntlanman.dll NPCancelConnectionForCSCAgent 00006f41 
F ntlanman.dll NPCloseEnum 00002561 
F ntlanman.dll NPDirectoryNotify 0000745a 
F ntlanman.dll NPEnumResource 0000245c 
F ntlanman.dll NPFormatNetworkName 00007e8b 
F ntlanman.dll NPGetCaps 00002224 
F ntlanman.dll NPGetConnection 00001ab4 
F ntlanman.dll NPGetConnection3 00001bfd 
F ntlanman.dll NPGetConnectionPerformance 0000393b 
F ntlanman.dll NPGetDirectoryType 00007d21 
F ntlanman.dll NPGetPropertyText 00007469 
F ntlanman.dll NPGetReconnectFlags 00003662 
F ntlanman.dll NPGetResourceInformation 0000871a 
F ntlanman.dll NPGetResourceParent 000082de 
F ntlanman.dll NPGetUniversalName 00006d47 
F ntlanman.dll NPGetUser 000036d5 
F ntlanman.dll NPOpenEnum 000026fa 
F ntlanman.dll NPPropertyDialog 000074eb 
F ntlanman.dll ServerBrowseDialogA0 000073e5 
F ntlanman.dll ShareAsDialogA0 00007156 
F ntlanman.dll ShareCreate 00007237 
F ntlanman.dll ShareManage 00007303 
F ntlanman.dll ShareStop 0000729d 
F ntlanman.dll StopShareDialogA0 000071c5 
M 1212 0b1fe000 "ntlanman.dll" 71b90000 0000e000 822693c0 
F netui0.dll ??0ALIAS_STR@@QAE@PBG@Z 000074bc 
F netui0.dll ??0ALLOC_STR@@QAE@PAGIPBG@Z 0000bb6c 
F netui0.dll ??0BASE@@IAE@XZ 00008623 
F netui0.dll ??0BITFIELD@@QAE@ABV0@@Z 00008c61 
F netui0.dll ??0BITFIELD@@QAE@G@Z 00008afb 
F netui0.dll ??0BITFIELD@@QAE@IW4BITVALUES@@@Z 000090c7 
F netui0.dll ??0BITFIELD@@QAE@K@Z 00008b29 
F netui0.dll ??0BITFIELD@@QAE@PBEII@Z 00008bdd 
F netui0.dll ??0BUFFER@@QAE@I@Z 0000772b 
F netui0.dll ??0CHAR_STRING@@QAE@PBGI@Z 0000a13a 
F netui0.dll ??0DBGSTREAM@@QAE@PAVOUTPUTSINK@@@Z 0000759b 
F netui0.dll ??0DEC_STR@@QAE@KI@Z 0000a29c 
F netui0.dll ??0DFSITER_TREE@@QAE@PBV0@@Z 0000913a 
F netui0.dll ??0DFSITER_TREE@@QAE@PBVTREE@@I@Z 00009118 
F netui0.dll ??0DIR_BLOCK@@QAE@XZ 0000c208 
F netui0.dll ??0DLIST@@QAE@XZ 0000717d 
F netui0.dll ??0DL_NODE@@QAE@PAV0@0PAX@Z 00009466 
F netui0.dll ??0ELAPSED_TIME_STR@@QAE@KGH@Z 0000a50d 
F netui0.dll ??0FMX@@QAE@PAUHWND__@@@Z 0000759b 
F netui0.dll ??0FORWARDING_BASE@@IAE@PAVBASE@@@Z 0000a249 
F netui0.dll ??0FS_ENUM@@IAE@PBG0W4FILE_TYPE@@HI@Z 0000c456 
F netui0.dll ??0HEAP_BASE@@IAE@HH@Z 00009702 
F netui0.dll ??0HEX_STR@@QAE@KI@Z 0000a33c 
F netui0.dll ??0HUATOM@@QAE@PBGH@Z 00008997 
F netui0.dll ??0INTL_PROFILE@@QAE@XZ 0000d5a1 
F netui0.dll ??0ISTR@@QAE@ABV0@@Z 00007daa 
F netui0.dll ??0ISTR@@QAE@ABVNLS_STR@@@Z 00007bbc 
F netui0.dll ??0ITER_DL@@QAE@ABV0@@Z 000092d9 
F netui0.dll ??0ITER_DL@@QAE@PAVDLIST@@@Z 000096a7 
F netui0.dll ??0ITER_L@@QAE@XZ 000092c4 
F netui0.dll ??0ITER_SL@@QAE@ABV0@@Z 00009991 
F netui0.dll ??0ITER_SL@@QAE@PAVSLIST@@@Z 0000805a 
F netui0.dll ??0ITER_SL_DIR_BLOCK@@QAE@AAVSLIST@@@Z 0000c142 
F netui0.dll ??0ITER_SL_NLS_STR@@QAE@AAVSLIST@@@Z 0000c142 
F netui0.dll ??0ITER_SL_NLS_STR@@QAE@ABV0@@Z 0000a70d 
F netui0.dll ??0ITER_STRLIST@@QAE@AAVSTRLIST@@@Z 0000a739 
F netui0.dll ??0ITER_STRLIST@@QAE@ABV0@@Z 0000a755 
F netui0.dll ??0LOGON_HOURS_SETTING@@QAE@ABV0@@Z 00009e05 
F netui0.dll ??0LOGON_HOURS_SETTING@@QAE@PBEI@Z 00009daa 
F netui0.dll ??0NLS_STR@@IAE@PAGIH@Z 000071d0 
F netui0.dll ??0NLS_STR@@QAE@ABV0@@Z 00007dc7 
F netui0.dll ??0NLS_STR@@QAE@I@Z 00007f62 
F netui0.dll ??0NLS_STR@@QAE@PBG@Z 00006f9e 
F netui0.dll ??0NLS_STR@@QAE@PBGG@Z 0000bbc9 
F netui0.dll ??0NLS_STR@@QAE@XZ 00007020 
F netui0.dll ??0NUM_NLS_STR@@QAE@K@Z 0000a42f 
F netui0.dll ??0ONE_SHOT_HEAP@@QAE@IH@Z 0000ddb0 
F netui0.dll ??0REG_ENUM@@QAE@AAVREG_KEY@@@Z 0000ed77 
F netui0.dll ??0REG_KEY@@QAE@AAV0@@Z 0000f04b 
F netui0.dll ??0REG_KEY@@QAE@AAV0@ABVNLS_STR@@K@Z 00007969 
F netui0.dll ??0REG_KEY@@QAE@AAV0@ABVNLS_STR@@PAVREG_KEY_CREATE_STRUCT@@@Z 0000eae3 
F netui0.dll ??0REG_KEY@@QAE@ABVNLS_STR@@K@Z 0000eff0 
F netui0.dll ??0REG_KEY@@QAE@PAUHKEY__@@K@Z 00007a9f 
F netui0.dll ??0REG_KEY@@QAE@PAUHKEY__@@PBGK@Z 0000eb3c 
F netui0.dll ??0REG_KEY_CREATE_STRUCT@@QAE@XZ 0000e93b 
F netui0.dll ??0REG_KEY_INFO_STRUCT@@QAE@XZ 000077ec 
F netui0.dll ??0REG_VALUE_INFO_STRUCT@@QAE@XZ 00007926 
F netui0.dll ??0RESOURCE_STR@@QAE@JPAUHINSTANCE__@@@Z 0000a983 
F netui0.dll ??0RITER_DL@@QAE@ABV0@@Z 000093b8 
F netui0.dll ??0RITER_DL@@QAE@PAVDLIST@@@Z 00009385 
F netui0.dll ??0SLIST@@QAE@XZ 0000717d 
F netui0.dll ??0SLIST_OF_DIR_BLOCK@@QAE@H@Z 00007233 
F netui0.dll ??0SLIST_OF_NLS_STR@@QAE@H@Z 00007233 
F netui0.dll ??0SL_NODE@@QAE@PAV0@PAX@Z 0000986c 
F netui0.dll ??0STRLIST@@QAE@ABVNLS_STR@@0H@Z 0000a7ab 
F netui0.dll ??0STRLIST@@QAE@H@Z 0000a788 
F netui0.dll ??0STRLIST@@QAE@PBG0H@Z 000072ce 
F netui0.dll ??0TCHAR_STR@@QAE@G@Z 0000a3f2 
F netui0.dll ??0TCHAR_STR_IMPL@@QAE@G@Z 0000a277 
F netui0.dll ??0TREE@@QAE@PAX@Z 00009f1f 
F netui0.dll ??0UATOM@@QAE@AAVNLS_STR@@@Z 00008783 
F netui0.dll ??0UATOM_LINKAGE@@QAE@XZ 0000865b 
F netui0.dll ??0UATOM_MANAGER@@AAE@XZ 000087d6 
F netui0.dll ??0UATOM_REGION@@QAE@XZ 0000874b 
F netui0.dll ??0W32_DIR_BLOCK@@QAE@XZ 0000de70 
F netui0.dll ??0W32_FS_ENUM@@QAE@PBG0W4FILE_TYPE@@HI@Z 0000dee3 
F netui0.dll ??0WCHAR_STRING@@QAE@PBDI@Z 0000a08f 
F netui0.dll ??0WIN_TIME@@QAE@H@Z 0000e00e 
F netui0.dll ??0WIN_TIME@@QAE@KH@Z 0000e350 
F netui0.dll ??0WIN_TIME@@QAE@U_FILETIME@@H@Z 0000e38b 
F netui0.dll ??1ALIAS_STR@@QAE@XZ 0000a1e8 
F netui0.dll ??1BITFIELD@@QAE@XZ 00008b67 
F netui0.dll ??1BUFFER@@QAE@XZ 00007708 
F netui0.dll ??1CHAR_STRING@@QAE@XZ 0000a080 
F netui0.dll ??1DBGSTREAM@@QAE@XZ 00006ecd 
F netui0.dll ??1DEC_STR@@QAE@XZ 0000a1e8 
F netui0.dll ??1DFSITER_TREE@@QAE@XZ 0000aa66 
F netui0.dll ??1DIR_BLOCK@@UAE@XZ 0000c259 
F netui0.dll ??1DLIST@@QAE@XZ 00009487 
F netui0.dll ??1ELAPSED_TIME_STR@@QAE@XZ 0000a1e8 
F netui0.dll ??1FS_ENUM@@UAE@XZ 0000c545 
F netui0.dll ??1HEAP_BASE@@IAE@XZ 00009751 
F netui0.dll ??1ITER_DL@@QAE@XZ 00009316 
F netui0.dll ??1ITER_SL@@QAE@XZ 000080fa 
F netui0.dll ??1ITER_SL_DIR_BLOCK@@QAE@XZ 0000a703 
F netui0.dll ??1ITER_SL_NLS_STR@@QAE@XZ 0000a703 
F netui0.dll ??1ITER_STRLIST@@QAE@XZ 0000a703 
F netui0.dll ??1LOGON_HOURS_SETTING@@QAE@XZ 00009b41 
F netui0.dll ??1NLS_STR@@QAE@XZ 00006f80 
F netui0.dll ??1REG_ENUM@@QAE@XZ 00006ecd 
F netui0.dll ??1REG_KEY@@QAE@XZ 00007b31 
F netui0.dll ??1REG_KEY_CREATE_STRUCT@@QAE@XZ 0000f19c 
F netui0.dll ??1REG_KEY_INFO_STRUCT@@QAE@XZ 0000f181 
F netui0.dll ??1REG_VALUE_INFO_STRUCT@@QAE@XZ 0000f1a9 
F netui0.dll ??1RITER_DL@@QAE@XZ 000093f5 
